"Y_(s,t)",State,Week,"COVID_(s,t)",State_i x t,Agriculture/Forestry/Fishing and Hunting %,Mining %,Utilities %,Construction %,Manufacturing %,Wholesale Trade %,Retail Trade %,Transporation and Warehousing %,Information %,Finance and Insurance %,"Real Estate, Rental and Leasing %",Professional/Scientific/Technical Services %,Management of Companies and Enterprises %,Administration and Support/Waste Management and Remedial Services %,Educational Services %,Healthcare and Social Assistance %,"Arts, Entertainment and Recreation %",Accomodation and Food Services %,Other Services (except Public Administration) %,Public Administration %,Information Not Available %,Agriculture/Forestry/Fishing and Hunting,Mining,Utilities,Construction,Manufacturing,Wholesale Trade,Retail Trade,Transporation and Warehousing,Information,Finance and Insurance,"Real Estate, Rental and Leasing",Professional/Scientific/Technical Services,Management of Companies and Enterprises,Administration and Support/Waste Management and Remedial Services,Educational Services,Healthcare and Social Assistance,"Arts, Entertainment and Recreation",Accomodation and Food Services,Other Services (except Public Administration),Public Administration,Information Not Available
4697,Nebraska,20,1667,20,0.4,0.1,0.1,4.7,11.4,2.5,11.5,5.4,1.7,1.5,1.4,3.2,0.9,7.9,5.1,9.8,2.4,18.9,3.5,1.3,6.1,259,40,33,2738,6644,1443,6698,3154,967,879,795,1844,506,4602,2997,5730,1389,11016,2050,780,3563
4868,Nebraska,21,1068,21,0.4,0.1,0.1,4.7,11.4,2.5,11.5,5.4,1.7,1.5,1.4,3.2,0.9,7.9,5.1,9.8,2.4,18.9,3.5,1.3,6.1,259,40,33,2738,6644,1443,6698,3154,967,879,795,1844,506,4602,2997,5730,1389,11016,2050,780,3563
4406,Nebraska,22,1067,22,0.4,0.1,0.1,4.7,11.4,2.5,11.5,5.4,1.7,1.5,1.4,3.2,0.9,7.9,5.1,9.8,2.4,18.9,3.5,1.3,6.1,259,40,33,2738,6644,1443,6698,3154,967,879,795,1844,506,4602,2997,5730,1389,11016,2050,780,3563
4203,Nebraska,23,1068,23,0.4,0.1,0.1,4.7,11.4,2.5,11.5,5.4,1.7,1.5,1.4,3.2,0.9,7.9,5.1,9.8,2.4,18.9,3.5,1.3,6.1,259,40,33,2738,6644,1443,6698,3154,967,879,795,1844,506,4602,2997,5730,1389,11016,2050,780,3563
577,New Hampshire,1,0,1,1.0,0.4,0.1,8.4,8.8,4.7,4.9,2.2,1.2,2.4,1.3,5.4,0.6,15.7,1.6,6.5,2.2,2.1,2.3,1.2,25.9,40,17,2,333,349,184,195,85,46,94,53,213,25,620,65,257,85,82,91,48,1020
456,New Hampshire,2,0,2,1.0,0.4,0.1,8.4,8.8,4.7,4.9,2.2,1.2,2.4,1.3,5.4,0.6,15.7,1.6,6.5,2.2,2.1,2.3,1.2,25.9,40,17,2,333,349,184,195,85,46,94,53,213,25,620,65,257,85,82,91,48,1020
507,New Hampshire,3,0,3,0.8,0.4,0.1,9.0,9.0,4.9,4.9,2.8,1.1,2.5,1.4,4.8,0.6,16.1,1.8,6.6,2.2,0.9,2.2,1.2,25.8,31,14,2,331,332,180,182,102,41,93,50,178,24,596,68,244,83,33,81,45,954
424,New Hampshire,4,0,4,0.8,0.4,0.1,9.0,9.0,4.9,4.9,2.8,1.1,2.5,1.4,4.8,0.6,16.1,1.8,6.6,2.2,0.9,2.2,1.2,25.8,31,14,2,331,332,180,182,102,41,93,50,178,24,596,68,244,83,33,81,45,954
444,New Hampshire,5,0,5,0.8,0.4,0.1,9.0,9.0,4.9,4.9,2.8,1.1,2.5,1.4,4.8,0.6,16.1,1.8,6.6,2.2,0.9,2.2,1.2,25.8,31,14,2,331,332,180,182,102,41,93,50,178,24,596,68,244,83,33,81,45,954
894,New Hampshire,6,0,6,0.8,0.4,0.1,9.0,9.0,4.9,4.9,2.8,1.1,2.5,1.4,4.8,0.6,16.1,1.8,6.6,2.2,0.9,2.2,1.2,25.8,31,14,2,331,332,180,182,102,41,93,50,178,24,596,68,244,83,33,81,45,954
495,New Hampshire,7,2,7,0.6,0.5,0.1,6.9,8.3,5.2,5.4,3.5,1.0,3.1,1.3,5.4,1.0,14.4,1.9,6.7,2.0,1.7,2.8,1.5,26.4,22,18,2,261,310,194,202,130,36,117,47,201,37,540,73,253,75,64,104,55,993
642,New Hampshire,8,5,8,0.6,0.5,0.1,6.9,8.3,5.2,5.4,3.5,1.0,3.1,1.3,5.4,1.0,14.4,1.9,6.7,2.0,1.7,2.8,1.5,26.4,22,18,2,261,310,194,202,130,36,117,47,201,37,540,73,253,75,64,104,55,993
29379,New Hampshire,9,54,9,0.6,0.5,0.1,6.9,8.3,5.2,5.4,3.5,1.0,3.1,1.3,5.4,1.0,14.4,1.9,6.7,2.0,1.7,2.8,1.5,26.4,22,18,2,261,310,194,202,130,36,117,47,201,37,540,73,253,75,64,104,55,993
31378,New Hampshire,10,126,10,0.6,0.5,0.1,6.9,8.3,5.2,5.4,3.5,1.0,3.1,1.3,5.4,1.0,14.4,1.9,6.7,2.0,1.7,2.8,1.5,26.4,22,18,2,261,310,194,202,130,36,117,47,201,37,540,73,253,75,64,104,55,993
39202,New Hampshire,11,353,11,0.1,0.0,0.0,0.9,11.5,2.1,8.1,2.0,0.6,0.5,0.7,2.2,0.4,5.5,2.1,14.2,2.6,3.9,5.8,0.8,35.9,128,31,20,1009,12344,2294,8679,2113,594,537,777,2407,426,5915,2284,15294,2772,4165,6205,835,38632
25273,New Hampshire,12,345,12,0.1,0.0,0.0,0.9,11.5,2.1,8.1,2.0,0.6,0.5,0.7,2.2,0.4,5.5,2.1,14.2,2.6,3.9,5.8,0.8,35.9,128,31,20,1009,12344,2294,8679,2113,594,537,777,2407,426,5915,2284,15294,2772,4165,6205,835,38632
20414,New Hampshire,13,457,13,0.1,0.0,0.0,0.9,11.5,2.1,8.1,2.0,0.6,0.5,0.7,2.2,0.4,5.5,2.1,14.2,2.6,3.9,5.8,0.8,35.9,128,31,20,1009,12344,2294,8679,2113,594,537,777,2407,426,5915,2284,15294,2772,4165,6205,835,38632
15001,New Hampshire,14,455,14,0.1,0.0,0.0,0.9,11.5,2.1,8.1,2.0,0.6,0.5,0.7,2.2,0.4,5.5,2.1,14.2,2.6,3.9,5.8,0.8,35.9,128,31,20,1009,12344,2294,8679,2113,594,537,777,2407,426,5915,2284,15294,2772,4165,6205,835,38632
12475,New Hampshire,15,632,15,0.1,0.0,0.0,0.9,11.5,2.1,8.1,2.0,0.6,0.5,0.7,2.2,0.4,5.5,2.1,14.2,2.6,3.9,5.8,0.8,35.9,128,31,20,1009,12344,2294,8679,2113,594,537,777,2407,426,5915,2284,15294,2772,4165,6205,835,38632
10016,New Hampshire,16,582,16,0.1,0.0,0.0,0.8,12.1,2.2,7.9,2.3,0.7,0.5,0.7,2.1,0.5,5.5,2.6,13.0,2.6,4.1,5.1,1.0,36.1,159,24,25,894,13248,2399,8650,2530,765,573,781,2309,496,6017,2872,14248,2839,4489,5583,1070,39670
8794,New Hampshire,17,545,17,0.1,0.0,0.0,0.8,12.1,2.2,7.9,2.3,0.7,0.5,0.7,2.1,0.5,5.5,2.6,13.0,2.6,4.1,5.1,1.0,36.1,159,24,25,894,13248,2399,8650,2530,765,573,781,2309,496,6017,2872,14248,2839,4489,5583,1070,39670
7266,New Hampshire,18,533,18,0.1,0.0,0.0,0.8,12.1,2.2,7.9,2.3,0.7,0.5,0.7,2.1,0.5,5.5,2.6,13.0,2.6,4.1,5.1,1.0,36.1,159,24,25,894,13248,2399,8650,2530,765,573,781,2309,496,6017,2872,14248,2839,4489,5583,1070,39670
6127,New Hampshire,19,403,19,0.1,0.0,0.0,0.8,12.1,2.2,7.9,2.3,0.7,0.5,0.7,2.1,0.5,5.5,2.6,13.0,2.6,4.1,5.1,1.0,36.1,159,24,25,894,13248,2399,8650,2530,765,573,781,2309,496,6017,2872,14248,2839,4489,5583,1070,39670
6303,New Hampshire,20,527,20,0.1,0.0,0.0,1.0,11.2,2.5,7.9,3.5,0.9,0.6,0.7,2.5,0.6,6.6,3.4,12.8,2.9,5.0,4.9,1.1,31.8,111,15,30,771,9004,1977,6337,2813,710,520,602,2007,473,5323,2712,10306,2344,4022,3980,868,25623
6431,New Hampshire,21,280,21,0.1,0.0,0.0,1.0,11.2,2.5,7.9,3.5,0.9,0.6,0.7,2.5,0.6,6.6,3.4,12.8,2.9,5.0,4.9,1.1,31.8,111,15,30,771,9004,1977,6337,2813,710,520,602,2007,473,5323,2712,10306,2344,4022,3980,868,25623
5413,New Hampshire,22,219,22,0.1,0.0,0.0,1.0,11.2,2.5,7.9,3.5,0.9,0.6,0.7,2.5,0.6,6.6,3.4,12.8,2.9,5.0,4.9,1.1,31.8,111,15,30,771,9004,1977,6337,2813,710,520,602,2007,473,5323,2712,10306,2344,4022,3980,868,25623
5163,New Hampshire,23,199,23,0.1,0.0,0.0,1.0,11.2,2.5,7.9,3.5,0.9,0.6,0.7,2.5,0.6,6.6,3.4,12.8,2.9,5.0,4.9,1.1,31.8,111,15,30,771,9004,1977,6337,2813,710,520,602,2007,473,5323,2712,10306,2344,4022,3980,868,25623
9325,New Jersey,1,0,1,1.0,0.1,0.2,13.4,5.0,4.5,9.8,4.4,1.0,2.7,1.7,4.2,1.1,17.3,1.5,6.5,4.0,9.3,2.2,1.3,7.7,1129,91,178,14457,5460,4870,10595,4758,1094,2932,1835,4523,1240,18713,1654,7083,4300,10095,2365,1402,8308
8304,New Jersey,2,0,2,1.0,0.1,0.2,13.4,5.0,4.5,9.8,4.4,1.0,2.7,1.7,4.2,1.1,17.3,1.5,6.5,4.0,9.3,2.2,1.3,7.7,1129,91,178,14457,5460,4870,10595,4758,1094,2932,1835,4523,1240,18713,1654,7083,4300,10095,2365,1402,8308
9288,New Jersey,3,0,3,1.0,0.1,0.2,14.3,5.2,4.4,9.9,4.5,1.0,2.6,1.8,4.2,1.1,17.5,1.4,6.3,4.0,8.3,2.2,1.3,7.8,1131,102,195,15834,5714,4892,10883,4997,1109,2865,1934,4638,1205,19327,1512,6992,4398,9129,2433,1419,8556
8550,New Jersey,4,0,4,1.0,0.1,0.2,14.3,5.2,4.4,9.9,4.5,1.0,2.6,1.8,4.2,1.1,17.5,1.4,6.3,4.0,8.3,2.2,1.3,7.8,1131,102,195,15834,5714,4892,10883,4997,1109,2865,1934,4638,1205,19327,1512,6992,4398,9129,2433,1419,8556
8396,New Jersey,5,0,5,1.0,0.1,0.2,14.3,5.2,4.4,9.9,4.5,1.0,2.6,1.8,4.2,1.1,17.5,1.4,6.3,4.0,8.3,2.2,1.3,7.8,1131,102,195,15834,5714,4892,10883,4997,1109,2865,1934,4638,1205,19327,1512,6992,4398,9129,2433,1419,8556
7773,New Jersey,6,0,6,1.0,0.1,0.2,14.3,5.2,4.4,9.9,4.5,1.0,2.6,1.8,4.2,1.1,17.5,1.4,6.3,4.0,8.3,2.2,1.3,7.8,1131,102,195,15834,5714,4892,10883,4997,1109,2865,1934,4638,1205,19327,1512,6992,4398,9129,2433,1419,8556
7996,New Jersey,7,4,7,0.9,0.1,0.2,12.8,5.1,4.6,10.3,5.1,1.0,2.7,1.9,4.3,1.1,16.6,1.4,6.5,3.7,9.4,2.3,1.3,8.0,964,95,188,13664,5474,4867,10970,5427,1117,2850,2014,4554,1180,17748,1488,6988,3905,10049,2425,1379,8494
9467,New Jersey,8,65,8,0.9,0.1,0.2,12.8,5.1,4.6,10.3,5.1,1.0,2.7,1.9,4.3,1.1,16.6,1.4,6.5,3.7,9.4,2.3,1.3,8.0,964,95,188,13664,5474,4867,10970,5427,1117,2850,2014,4554,1180,17748,1488,6988,3905,10049,2425,1379,8494
115815,New Jersey,9,1258,9,0.9,0.1,0.2,12.8,5.1,4.6,10.3,5.1,1.0,2.7,1.9,4.3,1.1,16.6,1.4,6.5,3.7,9.4,2.3,1.3,8.0,964,95,188,13664,5474,4867,10970,5427,1117,2850,2014,4554,1180,17748,1488,6988,3905,10049,2425,1379,8494
206253,New Jersey,10,9797,10,0.9,0.1,0.2,12.8,5.1,4.6,10.3,5.1,1.0,2.7,1.9,4.3,1.1,16.6,1.4,6.5,3.7,9.4,2.3,1.3,8.0,964,95,188,13664,5474,4867,10970,5427,1117,2850,2014,4554,1180,17748,1488,6988,3905,10049,2425,1379,8494
214836,New Jersey,11,23000,11,0.2,0.0,0.0,5.7,4.3,3.8,13.8,4.7,0.7,1.0,1.3,3.3,0.8,8.7,2.6,12.8,2.9,15.3,6.5,0.9,10.6,994,132,307,35217,26776,23968,86183,29344,4312,6022,7794,20334,4741,53952,16448,79810,18041,94976,40371,5811,66220
141420,New Jersey,12,24027,12,0.2,0.0,0.0,5.7,4.3,3.8,13.8,4.7,0.7,1.0,1.3,3.3,0.8,8.7,2.6,12.8,2.9,15.3,6.5,0.9,10.6,994,132,307,35217,26776,23968,86183,29344,4312,6022,7794,20334,4741,53952,16448,79810,18041,94976,40371,5811,66220
140139,New Jersey,13,23269,13,0.2,0.0,0.0,5.7,4.3,3.8,13.8,4.7,0.7,1.0,1.3,3.3,0.8,8.7,2.6,12.8,2.9,15.3,6.5,0.9,10.6,994,132,307,35217,26776,23968,86183,29344,4312,6022,7794,20334,4741,53952,16448,79810,18041,94976,40371,5811,66220
71966,New Jersey,14,24078,14,0.2,0.0,0.0,5.7,4.3,3.8,13.8,4.7,0.7,1.0,1.3,3.3,0.8,8.7,2.6,12.8,2.9,15.3,6.5,0.9,10.6,994,132,307,35217,26776,23968,86183,29344,4312,6022,7794,20334,4741,53952,16448,79810,18041,94976,40371,5811,66220
88326,New Jersey,15,18219,15,0.2,0.0,0.0,5.7,4.3,3.8,13.8,4.7,0.7,1.0,1.3,3.3,0.8,8.7,2.6,12.8,2.9,15.3,6.5,0.9,10.6,994,132,307,35217,26776,23968,86183,29344,4312,6022,7794,20334,4741,53952,16448,79810,18041,94976,40371,5811,66220
69689,New Jersey,16,13680,16,0.1,0.0,0.1,5.3,4.2,4.3,13.9,5.4,0.9,1.1,1.5,3.7,1.0,9.1,3.0,13.7,2.9,16.7,7.0,1.0,5.2,742,142,294,30853,24762,25139,81671,31794,5013,6549,8950,21505,5645,53719,17632,80229,16875,97914,40897,5836,30371
42365,New Jersey,17,7692,17,0.1,0.0,0.1,5.3,4.2,4.3,13.9,5.4,0.9,1.1,1.5,3.7,1.0,9.1,3.0,13.7,2.9,16.7,7.0,1.0,5.2,742,142,294,30853,24762,25139,81671,31794,5013,6549,8950,21505,5645,53719,17632,80229,16875,97914,40897,5836,30371
34410,New Jersey,18,8051,18,0.1,0.0,0.1,5.3,4.2,4.3,13.9,5.4,0.9,1.1,1.5,3.7,1.0,9.1,3.0,13.7,2.9,16.7,7.0,1.0,5.2,742,142,294,30853,24762,25139,81671,31794,5013,6549,8950,21505,5645,53719,17632,80229,16875,97914,40897,5836,30371
26752,New Jersey,19,6468,19,0.1,0.0,0.1,5.3,4.2,4.3,13.9,5.4,0.9,1.1,1.5,3.7,1.0,9.1,3.0,13.7,2.9,16.7,7.0,1.0,5.2,742,142,294,30853,24762,25139,81671,31794,5013,6549,8950,21505,5645,53719,17632,80229,16875,97914,40897,5836,30371
23166,New Jersey,20,4285,20,0.1,0.0,0.0,4.3,3.9,4.3,13.2,5.8,0.9,1.2,1.6,3.8,0.9,9.4,3.5,12.1,3.0,17.9,7.4,1.1,5.5,525,83,243,22683,20584,22784,69805,30891,4888,6145,8492,19819,4961,49670,18396,63675,15650,94633,38986,5962,28995
26438,New Jersey,21,2712,21,0.1,0.0,0.0,4.3,3.9,4.3,13.2,5.8,0.9,1.2,1.6,3.8,0.9,9.4,3.5,12.1,3.0,17.9,7.4,1.1,5.5,525,83,243,22683,20584,22784,69805,30891,4888,6145,8492,19819,4961,49670,18396,63675,15650,94633,38986,5962,28995
33027,New Jersey,22,2229,22,0.1,0.0,0.0,4.3,3.9,4.3,13.2,5.8,0.9,1.2,1.6,3.8,0.9,9.4,3.5,12.1,3.0,17.9,7.4,1.1,5.5,525,83,243,22683,20584,22784,69805,30891,4888,6145,8492,19819,4961,49670,18396,63675,15650,94633,38986,5962,28995
27992,New Jersey,23,2039,23,0.1,0.0,0.0,4.3,3.9,4.3,13.2,5.8,0.9,1.2,1.6,3.8,0.9,9.4,3.5,12.1,3.0,17.9,7.4,1.1,5.5,525,83,243,22683,20584,22784,69805,30891,4888,6145,8492,19819,4961,49670,18396,63675,15650,94633,38986,5962,28995
764,New Mexico,1,0,1,9.2,2.8,0.2,15.7,4.4,2.3,8.0,2.4,6.6,1.6,1.0,4.3,0.2,8.6,1.7,7.1,1.5,6.2,2.0,2.6,2.5,986,302,18,1683,469,249,855,252,703,175,108,462,17,925,183,763,157,668,209,275,264
784,New Mexico,2,0,2,9.2,2.8,0.2,15.7,4.4,2.3,8.0,2.4,6.6,1.6,1.0,4.3,0.2,8.6,1.7,7.1,1.5,6.2,2.0,2.6,2.5,986,302,18,1683,469,249,855,252,703,175,108,462,17,925,183,763,157,668,209,275,264
873,New Mexico,3,0,3,10.4,2.7,0.2,15.5,4.5,2.0,7.7,2.3,6.6,1.7,1.1,4.2,0.2,8.3,1.6,6.6,1.7,5.5,1.9,2.4,2.5,1125,288,19,1675,488,218,829,251,711,180,114,458,18,898,176,710,180,594,208,261,266
725,New Mexico,4,0,4,10.4,2.7,0.2,15.5,4.5,2.0,7.7,2.3,6.6,1.7,1.1,4.2,0.2,8.3,1.6,6.6,1.7,5.5,1.9,2.4,2.5,1125,288,19,1675,488,218,829,251,711,180,114,458,18,898,176,710,180,594,208,261,266
737,New Mexico,5,0,5,10.4,2.7,0.2,15.5,4.5,2.0,7.7,2.3,6.6,1.7,1.1,4.2,0.2,8.3,1.6,6.6,1.7,5.5,1.9,2.4,2.5,1125,288,19,1675,488,218,829,251,711,180,114,458,18,898,176,710,180,594,208,261,266
681,New Mexico,6,0,6,10.4,2.7,0.2,15.5,4.5,2.0,7.7,2.3,6.6,1.7,1.1,4.2,0.2,8.3,1.6,6.6,1.7,5.5,1.9,2.4,2.5,1125,288,19,1675,488,218,829,251,711,180,114,458,18,898,176,710,180,594,208,261,266
690,New Mexico,7,0,7,10.6,3.0,0.2,14.9,4.4,2.2,8.1,2.5,5.6,1.7,1.1,4.4,0.2,8.5,1.6,6.8,1.6,5.5,2.0,2.5,2.1,1129,317,20,1586,464,233,858,262,599,186,119,466,24,901,171,725,173,586,212,261,227
869,New Mexico,8,13,8,10.6,3.0,0.2,14.9,4.4,2.2,8.1,2.5,5.6,1.7,1.1,4.4,0.2,8.5,1.6,6.8,1.6,5.5,2.0,2.5,2.1,1129,317,20,1586,464,233,858,262,599,186,119,466,24,901,171,725,173,586,212,261,227
18105,New Mexico,9,42,9,10.6,3.0,0.2,14.9,4.4,2.2,8.1,2.5,5.6,1.7,1.1,4.4,0.2,8.5,1.6,6.8,1.6,5.5,2.0,2.5,2.1,1129,317,20,1586,464,233,858,262,599,186,119,466,24,901,171,725,173,586,212,261,227
27849,New Mexico,10,153,10,10.6,3.0,0.2,14.9,4.4,2.2,8.1,2.5,5.6,1.7,1.1,4.4,0.2,8.5,1.6,6.8,1.6,5.5,2.0,2.5,2.1,1129,317,20,1586,464,233,858,262,599,186,119,466,24,901,171,725,173,586,212,261,227
26132,New Mexico,11,298,11,1.6,2.6,0.1,5.9,3.7,2.1,14.4,1.9,2.7,1.0,1.4,3.0,0.2,6.5,2.1,14.5,4.2,23.2,5.0,1.0,1.1,1320,2130,69,4830,3063,1681,11785,1589,2241,853,1131,2479,195,5311,1737,11872,3437,18993,4129,851,937
19043,New Mexico,12,585,12,1.6,2.6,0.1,5.9,3.7,2.1,14.4,1.9,2.7,1.0,1.4,3.0,0.2,6.5,2.1,14.5,4.2,23.2,5.0,1.0,1.1,1320,2130,69,4830,3063,1681,11785,1589,2241,853,1131,2479,195,5311,1737,11872,3437,18993,4129,851,937
13621,New Mexico,13,707,13,1.6,2.6,0.1,5.9,3.7,2.1,14.4,1.9,2.7,1.0,1.4,3.0,0.2,6.5,2.1,14.5,4.2,23.2,5.0,1.0,1.1,1320,2130,69,4830,3063,1681,11785,1589,2241,853,1131,2479,195,5311,1737,11872,3437,18993,4129,851,937
12093,New Mexico,14,862,14,1.6,2.6,0.1,5.9,3.7,2.1,14.4,1.9,2.7,1.0,1.4,3.0,0.2,6.5,2.1,14.5,4.2,23.2,5.0,1.0,1.1,1320,2130,69,4830,3063,1681,11785,1589,2241,853,1131,2479,195,5311,1737,11872,3437,18993,4129,851,937
13675,New Mexico,15,1072,15,1.6,2.6,0.1,5.9,3.7,2.1,14.4,1.9,2.7,1.0,1.4,3.0,0.2,6.5,2.1,14.5,4.2,23.2,5.0,1.0,1.1,1320,2130,69,4830,3063,1681,11785,1589,2241,853,1131,2479,195,5311,1737,11872,3437,18993,4129,851,937
8024,New Mexico,16,1046,16,1.2,4.3,0.1,6.1,3.5,2.2,14.1,2.3,2.7,1.2,1.5,3.0,0.2,6.8,2.5,12.9,4.0,22.8,4.7,1.4,1.2,1236,4338,101,6196,3508,2192,14280,2328,2754,1171,1471,3036,216,6874,2556,13076,4080,23029,4722,1402,1219
7356,New Mexico,17,1069,17,1.2,4.3,0.1,6.1,3.5,2.2,14.1,2.3,2.7,1.2,1.5,3.0,0.2,6.8,2.5,12.9,4.0,22.8,4.7,1.4,1.2,1236,4338,101,6196,3508,2192,14280,2328,2754,1171,1471,3036,216,6874,2556,13076,4080,23029,4722,1402,1219
7058,New Mexico,18,778,18,1.2,4.3,0.1,6.1,3.5,2.2,14.1,2.3,2.7,1.2,1.5,3.0,0.2,6.8,2.5,12.9,4.0,22.8,4.7,1.4,1.2,1236,4338,101,6196,3508,2192,14280,2328,2754,1171,1471,3036,216,6874,2556,13076,4080,23029,4722,1402,1219
6672,New Mexico,19,999,19,1.2,4.3,0.1,6.1,3.5,2.2,14.1,2.3,2.7,1.2,1.5,3.0,0.2,6.8,2.5,12.9,4.0,22.8,4.7,1.4,1.2,1236,4338,101,6196,3508,2192,14280,2328,2754,1171,1471,3036,216,6874,2556,13076,4080,23029,4722,1402,1219
5290,New Mexico,20,1176,20,1.0,4.9,0.1,6.9,3.3,2.2,12.5,2.9,2.9,1.1,1.5,3.1,0.2,7.4,3.3,11.3,4.1,23.1,4.2,1.6,1.4,950,4693,122,6588,3169,2146,12027,2778,2757,1085,1444,3008,187,7078,3133,10827,3975,22176,4028,1487,1302
5111,New Mexico,21,821,21,1.0,4.9,0.1,6.9,3.3,2.2,12.5,2.9,2.9,1.1,1.5,3.1,0.2,7.4,3.3,11.3,4.1,23.1,4.2,1.6,1.4,950,4693,122,6588,3169,2146,12027,2778,2757,1085,1444,3008,187,7078,3133,10827,3975,22176,4028,1487,1302
4945,New Mexico,22,809,22,1.0,4.9,0.1,6.9,3.3,2.2,12.5,2.9,2.9,1.1,1.5,3.1,0.2,7.4,3.3,11.3,4.1,23.1,4.2,1.6,1.4,950,4693,122,6588,3169,2146,12027,2778,2757,1085,1444,3008,187,7078,3133,10827,3975,22176,4028,1487,1302
5083,New Mexico,23,1189,23,1.0,4.9,0.1,6.9,3.3,2.2,12.5,2.9,2.9,1.1,1.5,3.1,0.2,7.4,3.3,11.3,4.1,23.1,4.2,1.6,1.4,950,4693,122,6588,3169,2146,12027,2778,2757,1085,1444,3008,187,7078,3133,10827,3975,22176,4028,1487,1302
2101,Nevada,1,0,1,0.2,0.8,0.2,13.4,2.7,2.0,5.4,2.6,0.6,1.6,2.3,2.9,0.6,7.8,0.7,3.5,1.7,13.6,1.3,1.4,34.4,41,160,30,2561,515,383,1033,492,108,313,446,554,119,1492,129,663,321,2599,252,258,6553
2286,Nevada,2,0,2,0.2,0.8,0.2,13.4,2.7,2.0,5.4,2.6,0.6,1.6,2.3,2.9,0.6,7.8,0.7,3.5,1.7,13.6,1.3,1.4,34.4,41,160,30,2561,515,383,1033,492,108,313,446,554,119,1492,129,663,321,2599,252,258,6553
2794,Nevada,3,0,3,0.2,0.8,0.1,12.8,2.7,2.0,5.3,2.9,0.6,1.6,2.3,2.9,0.6,8.1,0.6,3.4,1.5,12.8,1.3,1.3,36.2,32,149,25,2503,522,393,1036,563,111,308,445,559,113,1580,119,671,283,2498,248,250,7051
2543,Nevada,4,0,4,0.2,0.8,0.1,12.8,2.7,2.0,5.3,2.9,0.6,1.6,2.3,2.9,0.6,8.1,0.6,3.4,1.5,12.8,1.3,1.3,36.2,32,149,25,2503,522,393,1036,563,111,308,445,559,113,1580,119,671,283,2498,248,250,7051
2052,Nevada,5,0,5,0.2,0.8,0.1,12.8,2.7,2.0,5.3,2.9,0.6,1.6,2.3,2.9,0.6,8.1,0.6,3.4,1.5,12.8,1.3,1.3,36.2,32,149,25,2503,522,393,1036,563,111,308,445,559,113,1580,119,671,283,2498,248,250,7051
2324,Nevada,6,0,6,0.2,0.8,0.1,12.8,2.7,2.0,5.3,2.9,0.6,1.6,2.3,2.9,0.6,8.1,0.6,3.4,1.5,12.8,1.3,1.3,36.2,32,149,25,2503,522,393,1036,563,111,308,445,559,113,1580,119,671,283,2498,248,250,7051
2309,Nevada,7,2,7,0.1,0.6,0.1,11.8,2.7,2.1,5.2,2.9,0.7,1.8,3.1,3.1,0.6,8.8,0.7,3.6,1.6,15.8,1.2,1.3,32.1,27,123,19,2376,544,412,1039,587,133,365,631,613,125,1766,139,722,327,3165,233,259,6430
6356,Nevada,8,18,8,0.1,0.6,0.1,11.8,2.7,2.1,5.2,2.9,0.7,1.8,3.1,3.1,0.6,8.8,0.7,3.6,1.6,15.8,1.2,1.3,32.1,27,123,19,2376,544,412,1039,587,133,365,631,613,125,1766,139,722,327,3165,233,259,6430
92298,Nevada,9,141,9,0.1,0.6,0.1,11.8,2.7,2.1,5.2,2.9,0.7,1.8,3.1,3.1,0.6,8.8,0.7,3.6,1.6,15.8,1.2,1.3,32.1,27,123,19,2376,544,412,1039,587,133,365,631,613,125,1766,139,722,327,3165,233,259,6430
71942,Nevada,10,465,10,0.1,0.6,0.1,11.8,2.7,2.1,5.2,2.9,0.7,1.8,3.1,3.1,0.6,8.8,0.7,3.6,1.6,15.8,1.2,1.3,32.1,27,123,19,2376,544,412,1039,587,133,365,631,613,125,1766,139,722,327,3165,233,259,6430
79285,Nevada,11,1116,11,0.0,0.1,0.0,2.6,2.6,1.3,6.4,3.4,0.4,0.5,2.0,1.6,1.1,5.3,0.6,3.4,3.0,37.3,1.8,0.9,25.7,72,259,104,7117,7074,3574,17567,9429,1040,1301,5385,4400,3126,14480,1630,9274,8210,102670,4832,2524,70782
58641,Nevada,12,960,12,0.0,0.1,0.0,2.6,2.6,1.3,6.4,3.4,0.4,0.5,2.0,1.6,1.1,5.3,0.6,3.4,3.0,37.3,1.8,0.9,25.7,72,259,104,7117,7074,3574,17567,9429,1040,1301,5385,4400,3126,14480,1630,9274,8210,102670,4832,2524,70782
39496,Nevada,13,924,13,0.0,0.1,0.0,2.6,2.6,1.3,6.4,3.4,0.4,0.5,2.0,1.6,1.1,5.3,0.6,3.4,3.0,37.3,1.8,0.9,25.7,72,259,104,7117,7074,3574,17567,9429,1040,1301,5385,4400,3126,14480,1630,9274,8210,102670,4832,2524,70782
42541,Nevada,14,913,14,0.0,0.1,0.0,2.6,2.6,1.3,6.4,3.4,0.4,0.5,2.0,1.6,1.1,5.3,0.6,3.4,3.0,37.3,1.8,0.9,25.7,72,259,104,7117,7074,3574,17567,9429,1040,1301,5385,4400,3126,14480,1630,9274,8210,102670,4832,2524,70782
28550,Nevada,15,850,15,0.0,0.1,0.0,2.6,2.6,1.3,6.4,3.4,0.4,0.5,2.0,1.6,1.1,5.3,0.6,3.4,3.0,37.3,1.8,0.9,25.7,72,259,104,7117,7074,3574,17567,9429,1040,1301,5385,4400,3126,14480,1630,9274,8210,102670,4832,2524,70782
